filename,heuristic_label,heuristic_confidence,heur_score_belly_pain,heur_score_burping,heur_score_discomfort,heur_score_hungry,heur_score_tired
strong_Infantcry_117.wav,discomfort,0.388888888845679,3.0,0.0,3.5,2.5,0.0
strong_Infantcry_119.wav,belly_pain,0.3809523809160998,4.0,0.0,2.5,2.5,1.5
strong_Infantcry_12.wav,belly_pain,0.39999999996,4.0,0.0,2.0,2.5,1.5
strong_Infantcry_118.wav,hungry,0.4799999999616,3.5,0.0,1.5,6.0,1.5
strong_Infantcry_120.wav,belly_pain,0.3684210525927978,3.5,0.0,2.0,2.5,1.5
strong_Infantcry_124.wav,discomfort,0.29999999998,4.0,1.0,4.5,2.5,3.0
strong_Infantcry_121.wav,discomfort,0.29999999997,2.5,2.0,3.0,1.0,1.5
strong_Infantcry_122.wav,hungry,0.34615384612721894,2.5,2.0,2.5,4.5,1.5
strong_Infantcry_125.wav,belly_pain,0.2799999999776,3.5,0.0,3.5,2.5,3.0
strong_Infantcry_123.wav,belly_pain,0.39999999996,4.0,2.0,1.5,1.0,1.5
strong_Infantcry_126.wav,belly_pain,0.464285714252551,6.5,2.5,2.0,2.5,0.5
strong_Infantcry_127.wav,belly_pain,0.36363636360330576,4.0,2.0,2.5,1.0,1.5
strong_Infantcry_129.wav,hungry,0.32142857140561226,3.5,2.0,2.5,4.5,1.5
strong_Infantcry_128.wav,hungry,0.521739130389414,2.5,0.0,1.5,6.0,1.5
strong_Infantcry_130.wav,belly_pain,0.3043478260604915,3.5,2.0,2.0,2.5,1.5
strong_Infantcry_13.wav,hungry,0.4615384615029586,2.5,0.0,3.0,6.0,1.5
strong_Infantcry_132.wav,hungry,0.33333333330864195,2.5,2.0,1.5,4.5,3.0
strong_Infantcry_131.wav,belly_pain,0.3684210525927978,3.5,0.0,3.5,2.5,0.0
strong_Infantcry_134.wav,belly_pain,0.260869565194707,3.0,3.0,2.5,1.0,2.0
strong_Infantcry_133.wav,belly_pain,0.2727272727024793,3.0,2.0,2.0,1.0,3.0
strong_Infantcry_136.wav,hungry,0.3870967741685744,5.0,0.0,3.0,6.0,1.5
strong_Infantcry_135.wav,hungry,0.39999999996,2.5,0.0,2.0,4.0,1.5
strong_Infantcry_137.wav,discomfort,0.37499999996875,3.5,0.0,4.5,2.5,1.5
strong_Infantcry_138.wav,hungry,0.37499999996875,3.5,2.0,0.5,4.5,1.5
strong_Infantcry_139.wav,hungry,0.4799999999616,3.5,0.0,3.0,6.0,0.0
strong_Infantcry_14.wav,hungry,0.347826086926276,2.5,0.0,3.5,4.0,1.5
strong_Infantcry_141.wav,belly_pain,0.3684210525927978,3.5,0.0,3.5,2.5,0.0
strong_Infantcry_140.wav,hungry,0.521739130389414,2.5,0.0,1.5,6.0,1.5
strong_Infantcry_143.wav,hungry,0.36363636361432505,2.5,1.0,4.0,6.0,3.0
strong_Infantcry_142.wav,hungry,0.3103448275648038,2.5,2.0,2.5,4.5,3.0
strong_Infantcry_145.wav,belly_pain,0.2777777777469136,2.5,2.0,2.0,1.0,1.5
strong_Infantcry_144.wav,belly_pain,0.3809523809160998,4.0,0.0,2.5,2.5,1.5
strong_Infantcry_146.wav,discomfort,0.33333333330864195,2.5,1.0,4.5,4.0,1.5
strong_Infantcry_147.wav,tired,0.28571428568707485,2.5,2.0,2.0,1.0,3.0
strong_Infantcry_148.wav,hungry,0.39999999997333335,3.5,0.0,2.5,6.0,3.0
strong_Infantcry_149.wav,hungry,0.2812499999824219,2.5,2.0,2.5,4.5,4.5
strong_Infantcry_150.wav,belly_pain,0.3809523809160998,4.0,2.0,2.0,1.0,1.5
strong_Infantcry_15.wav,belly_pain,0.36363636360330576,4.0,0.0,3.0,2.5,1.5
strong_Infantcry_151.wav,belly_pain,0.39999999996,4.0,0.0,3.5,2.5,0.0
strong_Infantcry_152.wav,hungry,0.36363636360330576,2.5,0.0,3.0,4.0,1.5
strong_Infantcry_153.wav,belly_pain,0.3333333332962963,3.0,2.0,1.5,1.0,1.5
strong_Infantcry_154.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_156.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_155.wav,hungry,0.34615384612721894,3.5,2.0,1.5,4.5,1.5
strong_Infantcry_158.wav,belly_pain,0.2692307692100592,3.5,2.0,2.0,2.5,3.0
strong_Infantcry_157.wav,hungry,0.4615384615029586,4.0,0.0,3.0,6.0,0.0
strong_Infantcry_16.wav,discomfort,0.29999999997,2.5,2.0,3.0,1.0,1.5
strong_Infantcry_159.wav,belly_pain,0.3684210525927978,3.5,0.0,3.5,2.5,0.0
strong_Infantcry_160.wav,hungry,0.29999999998,3.5,3.0,2.5,4.5,1.5
strong_Infantcry_161.wav,hungry,0.36363636360330576,3.5,0.0,3.5,4.0,0.0
strong_Infantcry_162.wav,hungry,0.29999999998,2.5,2.0,1.5,4.5,4.5
strong_Infantcry_163.wav,belly_pain,0.2916666666423611,3.5,0.0,3.0,2.5,3.0
strong_Infantcry_165.wav,belly_pain,0.59999999994,6.0,0.0,3.0,1.0,0.0
strong_Infantcry_164.wav,hungry,0.347826086926276,2.5,0.0,3.5,4.0,1.5
strong_Infantcry_166.wav,hungry,0.2812499999824219,3.5,2.0,1.5,4.5,4.5
strong_Infantcry_169.wav,discomfort,0.41176470583391,2.5,0.0,3.5,2.5,0.0
strong_Infantcry_167.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_168.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_17.wav,tired,0.3103448275648038,2.5,2.0,3.0,2.5,4.5
strong_Infantcry_171.wav,belly_pain,0.5416666666215277,6.5,1.0,3.0,1.0,0.5
strong_Infantcry_170.wav,belly_pain,0.2592592592400549,3.5,3.0,3.0,2.5,1.5
strong_Infantcry_173.wav,belly_pain,0.5199999999584,6.5,0.0,2.0,2.5,1.5
strong_Infantcry_172.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
strong_Infantcry_174.wav,hungry,0.4137931034197384,4.0,0.0,3.0,6.0,1.5
strong_Infantcry_175.wav,belly_pain,0.33333333330555553,4.0,3.0,2.5,1.0,1.5
strong_Infantcry_176.wav,belly_pain,0.3809523809160998,4.0,0.0,1.0,2.5,3.0
strong_Infantcry_178.wav,belly_pain,0.31578947365096954,3.0,2.0,2.0,1.0,1.5
strong_Infantcry_177.wav,discomfort,0.42857142853061225,3.5,0.0,4.5,2.5,0.0
strong_Infantcry_179.wav,discomfort,0.3599999999712,2.5,0.0,4.5,4.0,1.5
strong_Infantcry_18.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
strong_Infantcry_180.wav,hungry,0.44444444441152264,3.5,0.0,4.0,6.0,0.0
strong_Infantcry_181.wav,belly_pain,0.2777777777469136,2.5,2.0,2.0,1.0,1.5
strong_Infantcry_184.wav,belly_pain,0.3333333332962963,3.0,0.0,2.0,2.5,1.5
strong_Infantcry_182.wav,belly_pain,0.36363636360330576,4.0,0.0,3.0,2.5,1.5
strong_Infantcry_183.wav,belly_pain,0.2799999999776,3.5,2.0,3.0,2.5,1.5
strong_Infantcry_185.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
strong_Infantcry_186.wav,tired,0.32142857140561226,2.5,0.0,3.0,4.0,4.5
strong_Infantcry_187.wav,tired,0.30769230766863903,2.5,2.0,2.0,2.5,4.0
strong_Infantcry_189.wav,hungry,0.3870967741685744,5.0,0.0,3.0,6.0,1.5
strong_Infantcry_190.wav,discomfort,0.41176470583391,2.5,0.0,3.5,2.5,0.0
strong_Infantcry_188.wav,burping,0.374999999953125,0.5,3.0,1.5,1.0,2.0
strong_Infantcry_19.wav,hungry,0.4799999999616,3.5,0.0,1.5,6.0,1.5
strong_Infantcry_191.wav,hungry,0.29999999998,2.5,2.0,1.5,4.5,4.5
strong_Infantcry_192.wav,burping,0.21428571427040816,2.5,3.0,3.0,2.5,3.0
strong_Infantcry_194.wav,belly_pain,0.347826086926276,4.0,2.0,3.0,1.0,1.5
strong_Infantcry_193.wav,belly_pain,0.39999999996,4.0,0.0,3.5,2.5,0.0
strong_Infantcry_196.wav,belly_pain,0.3684210525927978,3.5,0.0,3.5,2.5,0.0
strong_Infantcry_195.wav,hungry,0.34615384612721894,3.5,2.0,1.5,4.5,1.5
strong_Infantcry_198.wav,belly_pain,0.3333333332962963,3.0,2.0,1.5,1.0,1.5
strong_Infantcry_197.wav,hungry,0.4799999999616,3.5,0.0,3.0,6.0,0.0
strong_Infantcry_199.wav,belly_pain,0.549999999945,5.5,0.0,2.0,2.5,0.0
strong_Infantcry_2.wav,hungry,0.4799999999616,3.5,0.0,3.0,6.0,0.0
strong_Infantcry_200.wav,belly_pain,0.4705882352387543,4.0,0.0,2.0,2.5,0.0
strong_Infantcry_20.wav,hungry,0.36363636360330576,3.5,0.0,3.5,4.0,0.0
strong_Infantcry_201.wav,belly_pain,0.41176470583391,3.5,0.0,2.5,2.5,0.0
strong_Infantcry_202.wav,hungry,0.3103448275648038,2.5,2.0,2.5,4.5,3.0
strong_Infantcry_203.wav,belly_pain,0.5263157894182825,5.0,0.0,3.5,1.0,0.0
strong_Infantcry_206.wav,hungry,0.4799999999616,2.5,0.0,2.5,6.0,1.5
strong_Infantcry_204.wav,belly_pain,0.347826086926276,4.0,1.0,4.0,2.5,0.0
strong_Infantcry_205.wav,belly_pain,0.31818181815289254,3.5,0.0,3.5,2.5,1.5
strong_Infantcry_207.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_208.wav,hungry,0.4615384615029586,4.0,0.0,3.0,6.0,0.0
strong_Infantcry_209.wav,hungry,0.347826086926276,2.5,0.0,3.5,4.0,1.5
strong_Infantcry_21.wav,hungry,0.347826086926276,2.5,0.0,3.5,4.0,1.5
strong_Infantcry_210.wav,hungry,0.4799999999616,3.5,0.0,1.5,6.0,1.5
strong_Infantcry_211.wav,hungry,0.33333333330555553,3.5,0.0,3.0,4.0,1.5
strong_Infantcry_212.wav,belly_pain,0.3043478260604915,3.5,2.0,2.0,2.5,1.5
strong_Infantcry_214.wav,belly_pain,0.28571428568707485,3.0,2.0,1.5,1.0,3.0
strong_Infantcry_213.wav,hungry,0.521739130389414,2.5,0.0,1.5,6.0,1.5
strong_Infantcry_215.wav,discomfort,0.29999999997,2.5,2.0,3.0,1.0,1.5
strong_Infantcry_216.wav,belly_pain,0.3809523809160998,4.0,2.0,2.0,1.0,1.5
strong_Infantcry_217.wav,belly_pain,0.3333333332962963,3.0,2.0,1.5,1.0,1.5
strong_Infantcry_218.wav,discomfort,0.3103448275648038,3.5,1.0,4.5,4.0,1.5
strong_Infantcry_219.wav,discomfort,0.29999999997,2.5,2.0,3.0,1.0,1.5
strong_Infantcry_22.wav,hungry,0.3103448275648038,2.5,2.0,2.5,4.5,3.0
strong_Infantcry_220.wav,belly_pain,0.421052631534626,4.0,0.0,1.5,2.5,1.5
strong_Infantcry_221.wav,belly_pain,0.421052631534626,4.0,2.0,1.0,1.0,1.5
strong_Infantcry_223.wav,hungry,0.2903225806264308,2.0,2.0,2.5,4.5,4.5
strong_Infantcry_222.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
strong_Infantcry_225.wav,belly_pain,0.41176470583391,3.5,0.0,1.0,2.5,1.5
strong_Infantcry_224.wav,belly_pain,0.349999999965,3.5,2.0,2.0,1.0,1.5
strong_Infantcry_230.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_23.wav,hungry,0.4799999999616,2.5,0.0,1.5,6.0,2.5
strong_Infantcry_228.wav,belly_pain,0.2916666666423611,3.5,3.0,1.0,2.5,2.0
strong_Infantcry_229.wav,hungry,0.34615384612721894,2.5,2.0,2.5,4.5,1.5
strong_Infantcry_226.wav,belly_pain,0.388888888845679,3.5,2.0,1.0,1.0,1.5
strong_Infantcry_227.wav,hungry,0.36363636360330576,3.5,0.0,2.0,4.0,1.5
strong_Infantcry_234.wav,belly_pain,0.5882352940484429,5.0,0.0,2.5,1.0,0.0
strong_Infantcry_232.wav,discomfort,0.260869565194707,2.5,2.0,3.0,2.5,1.5
strong_Infantcry_233.wav,hungry,0.39999999996,2.5,0.0,2.0,4.0,1.5
strong_Infantcry_235.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_231.wav,tired,0.33333333330864195,2.5,2.0,2.0,2.5,4.5
strong_Infantcry_236.wav,belly_pain,0.4444444443950617,4.0,0.0,1.0,2.5,1.5
strong_Infantcry_237.wav,belly_pain,0.3043478260604915,3.5,2.0,2.0,2.5,1.5
strong_Infantcry_238.wav,hungry,0.39999999996,2.5,0.0,2.0,4.0,1.5
strong_Infantcry_239.wav,tired,0.3599999999712,3.5,0.0,2.0,2.5,4.5
strong_Infantcry_24.wav,hungry,0.521739130389414,2.5,0.0,3.0,6.0,0.0
strong_Infantcry_241.wav,hungry,0.347826086926276,3.5,0.0,2.5,4.0,1.5
strong_Infantcry_240.wav,belly_pain,0.3684210525927978,3.5,0.0,2.0,2.5,1.5
strong_Infantcry_242.wav,hungry,0.3103448275648038,2.5,2.0,2.5,4.5,3.0
strong_Infantcry_243.wav,belly_pain,0.39999999996,4.0,2.0,1.5,1.0,1.5
strong_Infantcry_245.wav,hungry,0.4285714285408163,2.5,0.0,2.5,6.0,3.0
strong_Infantcry_246.wav,tired,0.2903225806264308,3.5,0.0,3.5,4.0,4.5
strong_Infantcry_244.wav,belly_pain,0.29999999997,3.0,2.0,2.5,1.0,1.5
strong_Infantcry_247.wav,hungry,0.4285714285408163,2.5,0.0,4.0,6.0,1.5
strong_Infantcry_249.wav,belly_pain,0.3333333332962963,3.0,2.0,1.5,1.0,1.5
strong_Infantcry_248.wav,discomfort,0.260869565194707,2.5,2.0,3.0,2.5,1.5
strong_Infantcry_25.wav,hungry,0.34615384612721894,2.5,2.0,2.5,4.5,1.5
strong_Infantcry_252.wav,hungry,0.39999999996,3.5,0.0,1.0,4.0,1.5
strong_Infantcry_250.wav,belly_pain,0.39999999996,4.0,2.0,1.5,1.0,1.5
strong_Infantcry_251.wav,discomfort,0.28571428568707485,2.5,1.0,3.0,2.5,1.5
strong_Infantcry_253.wav,hungry,0.4799999999616,3.5,0.0,1.5,6.0,1.5
strong_Infantcry_254.wav,belly_pain,0.549999999945,5.5,0.0,2.0,2.5,0.0
strong_Infantcry_255.wav,hungry,0.3199999999744,3.5,0.0,3.5,4.0,1.5
strong_Infantcry_256.wav,belly_pain,0.31818181815289254,3.5,2.0,3.0,1.0,1.5
strong_Infantcry_257.wav,tired,0.3599999999712,2.5,0.0,3.0,2.5,4.5
strong_Infantcry_258.wav,belly_pain,0.3809523809160998,4.0,0.0,2.5,2.5,1.5
strong_Infantcry_259.wav,hungry,0.521739130389414,2.5,0.0,3.0,6.0,0.0
strong_Infantcry_260.wav,hungry,0.4137931034197384,2.5,0.0,1.5,6.0,4.5
strong_Infantcry_26.wav,belly_pain,0.2799999999776,3.5,3.0,2.0,1.0,3.0
strong_Infantcry_261.wav,hungry,0.39999999997333335,3.5,0.0,4.0,6.0,1.5
strong_Infantcry_263.wav,belly_pain,0.41176470583391,3.5,0.0,1.0,2.5,1.5
strong_Infantcry_262.wav,belly_pain,0.260869565194707,3.0,0.0,3.0,2.5,3.0
strong_Infantcry_264.wav,discomfort,0.37499999996875,4.0,1.0,4.5,2.5,0.0
strong_Infantcry_265.wav,tired,0.4230769230443787,2.5,2.0,1.0,2.0,5.5
strong_Infantcry_266.wav,belly_pain,0.3043478260604915,3.5,2.0,2.0,2.5,1.5
strong_Infantcry_267.wav,belly_pain,0.349999999965,3.5,2.0,2.0,1.0,1.5
strong_Infantcry_268.wav,discomfort,0.39130434779206047,3.0,1.0,4.5,2.5,0.5
strong_Infantcry_269.wav,belly_pain,0.2916666666423611,3.5,3.0,3.0,1.0,1.5
strong_Infantcry_27.wav,hungry,0.4615384615029586,3.5,0.0,2.0,6.0,1.5
strong_Infantcry_270.wav,belly_pain,0.608695652120983,7.0,1.0,2.0,1.0,0.5
strong_Infantcry_271.wav,hungry,0.39130434779206047,1.0,2.0,2.5,4.5,1.5
strong_Infantcry_272.wav,belly_pain,0.4705882352387543,4.0,0.0,2.0,2.5,0.0
strong_Infantcry_273.wav,hungry,0.521739130389414,2.5,0.0,1.5,6.0,1.5
strong_Infantcry_274.wav,belly_pain,0.6470588234532872,5.5,0.0,2.0,1.0,0.0
strong_Infantcry_276.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
strong_Infantcry_277.wav,belly_pain,0.3333333332962963,3.0,2.0,1.5,1.0,1.5
strong_Infantcry_275.wav,belly_pain,0.4705882352387543,4.0,0.0,0.5,2.5,1.5
strong_Infantcry_278.wav,belly_pain,0.7368421051855956,7.0,0.0,1.5,1.0,0.0
strong_Infantcry_279.wav,discomfort,0.260869565194707,2.5,2.0,3.0,2.5,1.5
strong_Infantcry_28.wav,belly_pain,0.421052631534626,4.0,0.0,1.5,2.5,1.5
strong_Infantcry_280.wav,hungry,0.36363636360330576,2.5,0.0,3.0,4.0,1.5
strong_Infantcry_282.wav,belly_pain,0.39999999996,4.0,2.0,1.5,1.0,1.5
strong_Infantcry_281.wav,belly_pain,0.31818181815289254,3.5,0.0,3.5,2.5,1.5
strong_Infantcry_283.wav,belly_pain,0.347826086926276,4.0,0.0,3.5,4.0,0.0
strong_Infantcry_285.wav,belly_pain,0.3809523809160998,4.0,0.0,2.5,2.5,1.5
strong_Infantcry_284.wav,discomfort,0.3599999999712,4.0,0.0,4.5,4.0,0.0
strong_Infantcry_287.wav,hungry,0.4285714285408163,3.5,0.0,3.0,6.0,1.5
strong_Infantcry_286.wav,belly_pain,0.3043478260604915,3.5,2.0,2.0,2.5,1.5
strong_Infantcry_288.wav,belly_pain,0.23809523807256236,2.5,2.0,2.0,2.5,1.5
strong_Infantcry_289.wav,belly_pain,0.31818181815289254,3.5,2.0,3.0,1.0,1.5
strong_Infantcry_29.wav,discomfort,0.260869565194707,2.5,2.0,3.0,2.5,1.5
strong_Infantcry_290.wav,hungry,0.4285714285408163,2.5,0.0,4.0,6.0,1.5
strong_Infantcry_292.wav,tired,0.37499999996875,3.0,2.0,1.5,1.0,4.5
strong_Infantcry_291.wav,discomfort,0.29411764702422144,1.5,2.0,2.5,1.0,1.5
strong_Infantcry_293.wav,belly_pain,0.3684210525927978,3.5,0.0,2.0,2.5,1.5
strong_Infantcry_294.wav,discomfort,0.32142857140561226,2.5,1.0,4.5,4.0,2.0
strong_Infantcry_295.wav,discomfort,0.29999999997,2.5,2.0,3.0,1.0,1.5
strong_Infantcry_297.wav,belly_pain,0.30769230766863903,4.0,0.0,3.5,2.5,3.0
strong_Infantcry_296.wav,tired,0.33333333330864195,2.5,2.0,2.0,2.5,4.5
strong_Infantcry_298.wav,belly_pain,0.3333333332962963,3.0,0.0,2.0,2.5,1.5
strong_Infantcry_299.wav,belly_pain,0.347826086926276,4.0,0.0,2.0,2.5,3.0
strong_Infantcry_3.wav,belly_pain,0.4399999999648,5.5,0.0,4.5,2.5,0.0
strong_Infantcry_301.wav,belly_pain,0.43478260865784496,5.0,0.0,2.5,4.0,0.0
strong_Infantcry_30.wav,discomfort,0.28571428568707485,2.5,1.0,3.0,2.5,1.5
strong_Infantcry_300.wav,belly_pain,0.2777777777469136,2.5,2.0,2.0,1.0,1.5
strong_Infantcry_302.wav,belly_pain,0.3333333332962963,3.0,2.0,1.5,1.0,1.5
strong_Infantcry_303.wav,belly_pain,0.29411764702422144,2.5,0.0,2.0,2.5,1.5
strong_Infantcry_304.wav,burping,0.2727272727024793,2.0,3.0,2.0,2.5,1.5
strong_Infantcry_305.wav,hungry,0.39999999996,2.5,0.0,2.0,4.0,1.5
strong_Infantcry_306.wav,hungry,0.29999999998,2.5,2.0,1.5,4.5,4.5
strong_Infantcry_308.wav,discomfort,0.2916666666423611,3.0,0.0,3.5,2.5,3.0
strong_Infantcry_309.wav,belly_pain,0.36363636360330576,4.0,2.0,2.5,1.0,1.5
strong_Infantcry_307.wav,belly_pain,0.421052631534626,4.0,0.0,3.0,2.5,0.0
strong_Infantcry_31.wav,belly_pain,0.3199999999744,4.0,3.0,3.0,1.0,1.5
strong_Infantcry_312.wav,belly_pain,0.2777777777469136,2.5,2.0,2.0,1.0,1.5
strong_Infantcry_310.wav,hungry,0.4137931034197384,2.5,0.0,1.5,6.0,4.5
strong_Infantcry_311.wav,belly_pain,0.347826086926276,4.0,2.0,3.0,1.0,1.5
strong_Infantcry_313.wav,discomfort,0.2307692307514793,2.5,2.0,3.0,2.5,3.0
strong_Infantcry_314.wav,belly_pain,0.421052631534626,4.0,2.0,1.0,1.0,1.5
strong_Infantcry_315.wav,belly_pain,0.2777777777469136,2.5,2.0,2.0,1.0,1.5
strong_Infantcry_316.wav,belly_pain,0.349999999965,3.5,2.0,2.0,1.0,1.5
strong_Infantcry_318.wav,belly_pain,0.39999999996,4.0,0.0,2.0,2.5,1.5
strong_Infantcry_320.wav,belly_pain,0.388888888845679,3.5,2.0,1.0,1.0,1.5
strong_Infantcry_317.wav,hungry,0.2857142856938775,3.5,0.0,3.5,4.0,3.0
strong_Infantcry_32.wav,belly_pain,0.33333333330555553,4.0,3.0,2.5,1.0,1.5
strong_Infantcry_319.wav,belly_pain,0.349999999965,3.5,0.0,2.5,2.5,1.5
strong_Infantcry_321.wav,belly_pain,0.45454545450413225,5.0,0.0,3.5,2.5,0.0
strong_Infantcry_323.wav,belly_pain,0.36363636360330576,4.0,0.0,3.0,2.5,1.5
strong_Infantcry_322.wav,tired,0.24999999997916666,2.5,2.0,2.0,2.5,3.0
strong_Infantcry_325.wav,hungry,0.34615384612721894,2.5,2.0,2.5,4.5,1.5
strong_Infantcry_324.wav,hungry,0.521739130389414,2.5,0.0,3.0,6.0,0.0
strong_Infantcry_326.wav,hungry,0.4799999999616,3.5,0.0,1.5,6.0,1.5
strong_Infantcry_327.wav,belly_pain,0.549999999945,5.5,0.0,2.0,2.5,0.0
strong_Infantcry_329.wav,belly_pain,0.3809523809160998,4.0,2.0,2.0,1.0,1.5
strong_Infantcry_330.wav,hungry,0.39999999996,2.5,0.0,2.0,4.0,1.5
strong_Infantcry_33.wav,hungry,0.4799999999616,3.5,0.0,1.5,6.0,1.5
strong_Infantcry_331.wav,discomfort,0.2727272727024793,2.5,0.0,3.0,2.5,3.0
strong_Infantcry_332.wav,hungry,0.4137931034197384,2.5,0.0,1.5,6.0,4.5
strong_Infantcry_328.wav,hungry,0.4137931034197384,2.5,0.0,3.0,6.0,3.0
strong_Infantcry_333.wav,belly_pain,0.28571428568707485,3.0,2.0,3.0,1.0,1.5
strong_Infantcry_334.wav,hungry,0.2857142856938775,3.5,0.0,3.5,4.0,3.0
strong_Infantcry_335.wav,discomfort,0.41176470583391,2.5,0.0,3.5,2.5,0.0
strong_Infantcry_338.wav,belly_pain,0.4782608695236295,5.5,0.0,2.0,2.5,1.5
strong_Infantcry_336.wav,hungry,0.36363636360330576,3.5,0.0,2.0,4.0,1.5
strong_Infantcry_337.wav,belly_pain,0.36363636360330576,4.0,3.0,1.5,1.0,1.5
strong_Infantcry_341.wav,belly_pain,0.33333333330555553,4.0,2.0,2.0,1.0,3.0
strong_Infantcry_339.wav,hungry,0.521739130389414,2.5,0.0,1.5,6.0,1.5
strong_Infantcry_343.wav,burping,0.2399999999808,2.5,3.0,3.0,2.5,1.5
strong_Infantcry_34.wav,hungry,0.347826086926276,2.5,0.0,3.5,4.0,1.5
strong_Infantcry_340.wav,belly_pain,0.29999999997,3.0,2.0,2.5,1.0,1.5
strong_Infantcry_342.wav,belly_pain,0.29999999997,3.0,0.0,1.5,2.5,3.0
strong_Infantcry_345.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
strong_Infantcry_344.wav,hungry,0.3199999999744,2.5,0.0,3.0,4.0,3.0
strong_Infantcry_347.wav,hungry,0.44444444441152264,2.5,1.0,4.0,6.0,0.0
strong_Infantcry_346.wav,belly_pain,0.421052631534626,4.0,0.0,1.5,2.5,1.5
strong_Infantcry_348.wav,hungry,0.521739130389414,2.5,0.0,3.0,6.0,0.0
strong_Infantcry_349.wav,belly_pain,0.3809523809160998,4.0,0.0,2.5,2.5,1.5
strong_Infantcry_35.wav,hungry,0.4615384615029586,2.5,0.0,3.0,6.0,1.5
strong_Infantcry_350.wav,hungry,0.36363636360330576,2.5,0.0,3.0,4.0,1.5
strong_Infantcry_351.wav,belly_pain,0.2777777777469136,2.5,2.0,2.0,1.0,1.5
strong_Infantcry_352.wav,belly_pain,0.31818181815289254,3.5,0.0,3.5,2.5,1.5
strong_Infantcry_354.wav,tired,0.2903225806264308,2.5,3.0,3.0,2.5,4.5
strong_Infantcry_353.wav,hungry,0.36363636360330576,3.5,0.0,3.5,4.0,0.0
strong_Infantcry_355.wav,belly_pain,0.3684210525927978,3.5,0.0,2.0,2.5,1.5
strong_Infantcry_357.wav,tired,0.34374999997851563,2.5,2.0,1.5,4.5,5.5
strong_Infantcry_356.wav,belly_pain,0.36363636360330576,4.0,2.0,2.5,1.0,1.5
strong_Infantcry_358.wav,hungry,0.3870967741685744,2.5,0.0,3.0,6.0,4.0
strong_Infantcry_359.wav,belly_pain,0.3333333333015873,3.5,0.0,3.0,2.5,1.5
strong_Infantcry_36.wav,belly_pain,0.2777777777469136,2.5,2.0,2.0,1.0,1.5
strong_Infantcry_361.wav,hungry,0.2812499999824219,2.5,2.0,2.5,4.5,4.5
strong_Infantcry_360.wav,belly_pain,0.3043478260604915,3.5,2.0,2.0,2.5,1.5
